zip code,date,cumulative positive cases,cumulative recoveries,cumulative deaths
79934,5/7/2020,32,32,0
79934,5/11/2020,33,33,0
79934,5/12/2020,36,36,0
79934,5/15/2020,37,37,0
79934,5/17/2020,38,38,0
79934,5/19/2020,40,39,1
79934,5/20/2020,41,40,1
79934,5/22/2020,43,42,1
79934,5/23/2020,46,45,1
79934,5/26/2020,47,46,1
79934,5/28/2020,48,47,1
79934,6/2/2020,51,50,1
79934,6/3/2020,52,51,1
79934,6/4/2020,53,52,1
79934,6/5/2020,54,53,1
79934,6/8/2020,56,55,1
79934,6/9/2020,57,56,1
79934,6/11/2020,59,58,1
79934,6/13/2020,61,60,1
79934,6/14/2020,64,63,1
79934,6/15/2020,65,64,1
79934,6/16/2020,69,68,1
79934,6/17/2020,70,69,1
79934,6/18/2020,75,74,1
79934,6/19/2020,80,79,1
79934,6/21/2020,81,80,1
79934,6/22/2020,85,84,1
79934,6/23/2020,88,87,1
79934,6/24/2020,93,92,1
79934,6/25/2020,94,93,1
79934,6/26/2020,95,94,1
79934,6/28/2020,96,95,1
79934,6/29/2020,102,101,1
79934,6/30/2020,107,106,1
79934,7/1/2020,109,108,1
79934,7/2/2020,110,109,1
79934,7/3/2020,116,115,1
79934,7/4/2020,121,120,1
79934,7/5/2020,125,124,1
79934,7/6/2020,131,130,1
79934,7/7/2020,138,137,1
79934,7/8/2020,152,151,1
79934,7/9/2020,157,156,1
79934,7/10/2020,160,159,1
79934,7/11/2020,162,161,1
79934,7/13/2020,165,164,1
79934,7/14/2020,172,171,1
79934,7/15/2020,175,174,1
79934,7/16/2020,182,181,1
79934,7/17/2020,198,197,1
79934,7/18/2020,200,199,1
79934,7/19/2020,207,205,2
79934,7/20/2020,217,215,2
79934,7/21/2020,225,223,2
79934,7/22/2020,232,230,2
79934,7/23/2020,234,232,2
79934,7/24/2020,243,241,2
79934,7/25/2020,245,243,2
79934,7/26/2020,249,247,2
79934,7/27/2020,254,252,2
79934,7/28/2020,255,253,2
79934,7/29/2020,259,257,2
79934,7/30/2020,267,265,2
79934,7/31/2020,275,273,2
79934,8/1/2020,283,281,2
79934,8/2/2020,290,288,2
79934,8/3/2020,302,300,2
79934,8/4/2020,306,303,3
79934,8/5/2020,318,314,4
79934,8/7/2020,324,320,4
79934,8/8/2020,327,323,4
79934,8/9/2020,333,328,4
79934,8/10/2020,337,331,5
79934,8/11/2020,341,335,5
79934,8/12/2020,349,343,5
79934,8/13/2020,353,347,5
79934,8/15/2020,355,349,5
79934,8/16/2020,358,352,5
79934,8/17/2020,362,356,5
79934,8/18/2020,366,360,5
79934,8/19/2020,370,364,5
79934,8/20/2020,373,367,5
79934,8/21/2020,374,368,5
79934,8/22/2020,378,372,5
79934,8/23/2020,379,373,5
79934,8/24/2020,382,376,5
79934,8/25/2020,387,381,5
79934,8/26/2020,388,382,5
79934,8/27/2020,390,384,5
79934,8/28/2020,393,387,5
79934,8/29/2020,395,389,5
79934,8/30/2020,397,391,5
79934,8/31/2020,401,395,5
79934,9/1/2020,404,398,5
79934,9/2/2020,409,403,5
79934,9/3/2020,410,404,5
79934,9/4/2020,411,405,5
79934,9/6/2020,412,406,5
79934,9/8/2020,413,407,5
79934,9/9/2020,415,409,5
79934,9/10/2020,418,412,5
79934,9/11/2020,419,413,5
79934,9/12/2020,421,415,5
79934,9/14/2020,425,419,5
79934,9/17/2020,429,423,5
79934,9/18/2020,434,428,5
79934,9/19/2020,437,431,5
79934,9/20/2020,446,440,5
79934,9/21/2020,451,445,5
79934,9/22/2020,455,449,5
79934,9/23/2020,469,463,5
79934,9/24/2020,470,464,5
79934,9/25/2020,475,469,5
79934,9/26/2020,482,476,5
79934,9/27/2020,489,483,5
79934,9/28/2020,492,486,5
79934,9/29/2020,497,491,5
79934,9/30/2020,510,504,5
79934,10/1/2020,515,509,5
79934,10/2/2020,529,523,5
79934,10/3/2020,536,530,5
79934,10/4/2020,541,535,5
79934,10/5/2020,551,545,5
79934,10/6/2020,567,560,6
79934,10/7/2020,574,567,6
79934,10/8/2020,584,577,6
79934,10/9/2020,594,587,6
79934,10/10/2020,598,591,6
79934,10/11/2020,605,598,6
79934,10/12/2020,611,604,6
79934,10/13/2020,629,622,6
79934,10/14/2020,645,638,6
79934,10/15/2020,659,651,7
79934,10/16/2020,670,662,7
79934,10/17/2020,676,668,7
79934,10/18/2020,684,676,7
79934,10/19/2020,699,691,7
79934,10/20/2020,721,713,7
79934,10/21/2020,737,729,7
79934,10/22/2020,760,752,7
79934,10/23/2020,781,773,7
79934,10/24/2020,800,791,8
79934,10/25/2020,819,810,8
79934,10/26/2020,847,838,8
79934,10/27/2020,878,867,10
79934,10/28/2020,925,914,10
79934,10/29/2020,966,954,11
79934,10/30/2020,991,979,11
79934,10/31/2020,1023,1010,12
79934,11/1/2020,1084,1071,12
79934,11/2/2020,1118,1105,12
79934,11/3/2020,1166,1152,13
79934,11/4/2020,1208,1194,13
79934,11/5/2020,1220,1206,13
79934,11/6/2020,1262,1245,16
79934,11/7/2020,1282,1265,16
79934,11/8/2020,1337,1320,16
79934,11/9/2020,1380,1363,16
79934,11/10/2020,1399,1381,17
79934,11/11/2020,1426,1408,17
79934,11/12/2020,1469,1450,18
79934,11/13/2020,1501,1482,18
79934,11/14/2020,1538,1519,18
79934,11/15/2020,1561,1542,18
79934,11/16/2020,1597,1577,19
79934,11/17/2020,1628,1608,19
79934,11/18/2020,1652,1632,19
79934,11/19/2020,1681,1660,20
79934,11/20/2020,1707,1686,20
79934,11/21/2020,1717,1696,20
79934,11/22/2020,1746,1724,21
79934,11/23/2020,1755,1733,21
79934,11/24/2020,1770,1748,21
79934,11/25/2020,1790,1768,21
79934,11/26/2020,1818,1796,21
79934,11/27/2020,1823,1801,21
79934,11/28/2020,1844,1822,21
79934,11/29/2020,1857,1835,21
79934,11/30/2020,1882,1860,21
79934,12/1/2020,1893,1871,21
79934,12/2/2020,1922,1900,21
79934,12/3/2020,1933,1911,21
79934,12/4/2020,1937,1915,21
79934,12/5/2020,1940,1918,21
79934,12/6/2020,1953,1930,22
79934,12/7/2020,1972,1949,22
79934,12/8/2020,1978,1955,22
79934,12/9/2020,1991,1968,22
79934,12/10/2020,2000,1977,22
79934,12/11/2020,2006,1983,22
79934,12/12/2020,2018,1995,22
79934,12/13/2020,2028,2005,22
79934,12/14/2020,2041,2018,22
79934,12/15/2020,2053,2030,22
79934,12/16/2020,2065,2042,22
79934,12/17/2020,2076,2053,22
79934,12/18/2020,2081,2058,22
79934,12/19/2020,2102,2079,22
79934,12/20/2020,2107,2084,22
79934,12/21/2020,2115,2092,22
79934,12/22/2020,2127,2104,22
79934,12/23/2020,2135,2112,22
79934,12/24/2020,2143,2120,22
79934,12/25/2020,2144,2121,22
79934,12/26/2020,2153,2130,22
79934,12/27/2020,2169,2145,23
79934,12/28/2020,2179,2155,23
79934,12/29/2020,2196,2172,23
79934,12/30/2020,2208,2183,24
79934,12/31/2020,2229,2204,24
79934,1/1/2021,2244,2219,24
79934,1/2/2021,2253,2227,25
79934,1/3/2021,2263,2237,25
79934,1/4/2021,2273,2247,25
79934,1/5/2021,2306,2280,25
79934,1/6/2021,2322,2296,25
79934,1/7/2021,2338,2312,25
79934,1/8/2021,2346,2320,25
79934,1/9/2021,2370,2343,26
79934,1/10/2021,2375,2347,27
79934,1/11/2021,2398,2370,27
79934,1/12/2021,2413,2385,27
79934,1/13/2021,2420,2392,27
79934,1/14/2021,2440,2412,27
79934,1/15/2021,2459,2431,27
79934,1/16/2021,2473,2445,27
79934,1/17/2021,2479,2450,28
79934,1/18/2021,2494,2465,28
79934,1/19/2021,2510,2481,28
79934,1/20/2021,2538,2509,28
79934,1/21/2021,2549,2520,28
79934,1/22/2021,2571,2542,28
79934,1/23/2021,2583,2554,28
79934,1/24/2021,2599,2570,28
79934,1/25/2021,2624,2594,29
79934,1/26/2021,2643,2613,29
79934,1/27/2021,2657,2627,29
79934,1/28/2021,2670,2640,29
79934,1/29/2021,2682,2652,29
79934,1/30/2021,2694,2664,29
79934,1/31/2021,2713,2682,30
79934,2/1/2021,2726,2695,30
79934,2/2/2021,2738,2706,31
79934,2/3/2021,2762,2730,31
79934,2/4/2021,2774,2742,31
79934,2/5/2021,2788,2756,31
79934,2/6/2021,2813,2781,31
79934,2/7/2021,2822,2790,31
79934,2/8/2021,2839,2807,31
79934,2/9/2021,2854,2822,31
79934,2/10/2021,2874,2842,31
79934,2/11/2021,2886,2854,31
79934,2/12/2021,2901,2869,31
79934,2/13/2021,2909,2877,31
79934,2/14/2021,2921,2888,32
79934,2/15/2021,2934,2901,32
79934,2/16/2021,2953,2920,32
79934,2/17/2021,2969,2936,32
79934,2/18/2021,2986,2953,32
79934,2/19/2021,3001,2968,32
79934,2/20/2021,3009,2975,33
79934,2/21/2021,3026,2992,33
79934,2/22/2021,3039,3005,33
79934,2/23/2021,3046,3012,33
79934,2/24/2021,3056,3022,33
79934,2/25/2021,3069,3035,33
79934,2/26/2021,3079,3045,33
79934,2/27/2021,3088,3054,33
79934,2/28/2021,3096,3061,34
79934,3/1/2021,3101,3066,34
79934,3/2/2021,3117,3082,34
79934,3/3/2021,3125,3090,34
79934,3/4/2021,3133,3098,34
79934,3/5/2021,3138,3103,34
79934,3/6/2021,3144,3109,34
79934,3/7/2021,3153,3118,34
79934,3/8/2021,3159,3124,34
79934,3/9/2021,3167,3132,34
79934,3/10/2021,3168,3133,34
79934,3/11/2021,3180,3145,34
79934,3/12/2021,3181,3146,34
79934,3/13/2021,3185,3150,34
79934,3/14/2021,3194,3159,34
79934,3/15/2021,3200,3165,34
79934,3/16/2021,3204,3169,34
79934,3/17/2021,3207,3172,34
79934,3/18/2021,3210,3175,34
79934,3/19/2021,3212,3177,34
79934,3/20/2021,3214,3179,34
79934,3/21/2021,3218,3183,34
79934,3/23/2021,3230,3194,35
79934,3/24/2021,3236,3200,35
79934,3/25/2021,3237,3201,35
79934,3/26/2021,3244,3208,35
79934,3/27/2021,3251,3215,35
79934,3/28/2021,3256,3220,35
79934,3/29/2021,3264,3228,35
79934,3/30/2021,3270,3234,35
79934,3/31/2021,3275,3239,35
79934,4/1/2021,3280,3244,35
79934,4/2/2021,3282,3246,35
79934,4/3/2021,3291,3255,35
79934,4/4/2021,3297,3261,35
79934,4/5/2021,3301,3265,35
79934,4/6/2021,3310,3273,36
79934,4/7/2021,3316,3279,36
79934,4/8/2021,3325,3288,36
79934,4/9/2021,3328,3291,36
79934,4/10/2021,3334,3297,36
79934,4/11/2021,3335,3298,36
79934,4/12/2021,3342,3305,36
79934,4/13/2021,3344,3307,36
79934,4/14/2021,3348,3311,36
79934,4/15/2021,3350,3313,36
79934,4/16/2021,3359,3322,36
79934,4/17/2021,3364,3327,36
79934,4/18/2021,3370,3332,37
79934,4/19/2021,3378,3340,37
79934,4/20/2021,3384,3346,37
79934,4/21/2021,3385,3347,37
79934,4/22/2021,3390,3352,37
79934,4/23/2021,3393,3354,38
79934,4/24/2021,3395,3356,38
79934,4/25/2021,3400,3360,39
79934,4/26/2021,3418,3377,40
79934,4/27/2021,3433,3392,40
79934,4/28/2021,3438,3397,40
79934,4/29/2021,3444,3403,40
79934,4/30/2021,3449,3408,40
79934,5/1/2021,3453,3412,40
79934,5/3/2021,3456,3415,40
79934,5/4/2021,3466,3425,40
79934,5/5/2021,3468,3427,40
79934,5/6/2021,3475,3434,40
79934,5/7/2021,3478,3437,40
79934,5/8/2021,3479,3438,40
79934,5/9/2021,3480,3439,40
79934,5/10/2021,3482,3441,40
79934,5/11/2021,3484,3443,40
79934,5/15/2021,3488,3447,40
79934,5/18/2021,3490,3449,40
79934,5/19/2021,3492,3451,40
79934,5/21/2021,3494,3453,40
79934,5/22/2021,3495,3454,40
79934,5/23/2021,3498,3457,40
79934,5/25/2021,3499,3458,40
79934,5/29/2021,3500,3459,40
79934,6/1/2021,3501,3460,40
79934,6/2/2021,3502,3461,40
79934,6/8/2021,3504,3463,40
79934,6/14/2021,3505,3464,40
79934,6/15/2021,3506,3465,40
79934,6/16/2021,3507,3466,40
79934,6/17/2021,3510,3469,40
79934,6/22/2021,3511,3470,40
79934,6/23/2021,3512,3471,40
79934,6/24/2021,3513,3472,40
79934,6/27/2021,3516,3475,40
79934,6/29/2021,3519,3477,41
79934,7/1/2021,3520,3478,41
79934,7/5/2021,3521,3479,41
79934,7/6/2021,3522,3480,41
79934,7/7/2021,3523,3481,41
79934,7/10/2021,3524,3482,41
79934,7/11/2021,3525,3483,41
79934,7/12/2021,3527,3485,41
79934,7/13/2021,3529,3487,41
79934,7/14/2021,3531,3489,41
79934,7/15/2021,3533,3491,41
79934,7/17/2021,3534,3492,41
79934,7/18/2021,3535,3493,41
79934,7/19/2021,3536,3494,41
79934,7/20/2021,3539,3497,41
79934,7/21/2021,3541,3499,41
79934,7/22/2021,3545,3503,41
79934,7/23/2021,3546,3504,41
79934,7/25/2021,3553,3511,41
79934,7/26/2021,3561,3519,41
79934,7/27/2021,3571,3529,41
79934,7/28/2021,3574,3532,41
79934,7/29/2021,3582,3540,41
79934,7/30/2021,3583,3541,41
79934,7/31/2021,3585,3543,41
79934,8/1/2021,3589,3547,41
79934,8/2/2021,3595,3553,41
79934,8/3/2021,3603,3561,41
79934,8/4/2021,3607,3565,41
79934,8/5/2021,3609,3567,41
79934,8/6/2021,3610,3568,41
79934,8/7/2021,3615,3572,41
79934,8/8/2021,3620,3577,41
79934,8/9/2021,3627,3584,41
79934,8/10/2021,3631,3588,41
79934,8/11/2021,3637,3594,41
79934,8/12/2021,3640,3597,41
79934,8/14/2021,3646,3603,41
79934,8/15/2021,3650,3607,41
79934,8/16/2021,3661,3618,41
79934,8/17/2021,3667,3624,41
79934,8/18/2021,3677,3634,41
79934,8/19/2021,3686,3643,41
79934,8/20/2021,3688,3645,41
79934,8/21/2021,3694,3651,41
79934,8/22/2021,3698,3655,41
79934,8/23/2021,3708,3665,41
79934,8/24/2021,3715,3672,41
79934,8/25/2021,3718,3675,41
79934,8/26/2021,3722,3679,41
79934,8/27/2021,3729,3686,41
79934,8/28/2021,3734,3691,41
79934,8/29/2021,3735,3692,41
79934,8/30/2021,3742,3699,41
79934,8/31/2021,3746,3703,41
79934,9/1/2021,3754,3711,41
79934,9/2/2021,3757,3714,41
79934,9/3/2021,3759,3716,41
79934,9/4/2021,3761,3717,43
79934,9/5/2021,3765,3721,43
79934,9/6/2021,3766,3722,43
79934,9/7/2021,3773,3729,43
79934,9/8/2021,3777,3733,43
79934,9/9/2021,3780,3736,43
79934,9/10/2021,3788,3744,43
79934,9/11/2021,3789,3745,43
79934,9/12/2021,3793,3749,43
79934,9/13/2021,3796,3752,43
79934,9/14/2021,3799,3755,43
79934,9/15/2021,3800,3756,43
79934,9/16/2021,3802,3758,43
79934,9/17/2021,3803,3759,43
79934,9/18/2021,3804,3760,43
79934,9/19/2021,3806,3762,43
79934,9/20/2021,3813,3769,43
79934,9/21/2021,3819,3775,43
79934,9/22/2021,3821,3777,43
79934,9/23/2021,3824,3780,43
79934,9/24/2021,3828,3784,43
79934,9/26/2021,3835,3791,43
79934,9/27/2021,3841,3797,43
79934,9/28/2021,3849,3805,43
79934,9/29/2021,3860,3815,44
79934,9/30/2021,3866,3821,44
79934,10/1/2021,3869,3824,44
79934,10/2/2021,3874,3829,44
79934,10/3/2021,3879,3834,44
79934,10/4/2021,3885,3840,44
79934,10/5/2021,3891,3846,44
79934,10/6/2021,3896,3851,44
79934,10/7/2021,3902,3857,44
79934,10/8/2021,3906,3861,44
79934,10/9/2021,3909,3862,46
79934,10/10/2021,3910,3863,46
79934,10/11/2021,3918,3871,46
79934,10/12/2021,3923,3876,46
79934,10/13/2021,3928,3881,46
79934,10/14/2021,3932,3885,46
79934,10/15/2021,3940,3893,46
79934,10/16/2021,3945,3898,46
79934,10/17/2021,3947,3900,46
79934,10/18/2021,3952,3905,46
79934,10/19/2021,3960,3913,46
79934,10/20/2021,3971,3924,46
79934,10/21/2021,3976,3929,46
79934,10/22/2021,3985,3938,46
79934,10/23/2021,3989,3942,46
79934,10/24/2021,3996,3949,46
79934,10/25/2021,3999,3952,46
79934,10/26/2021,4007,3960,46
79934,10/27/2021,4019,3972,46
79934,10/28/2021,4022,3975,46
79934,10/29/2021,4028,3981,46
79934,10/30/2021,4029,3982,46
79934,10/31/2021,4037,3990,46
79934,11/1/2021,4050,4002,46
79934,11/2/2021,4059,4011,46
79934,11/3/2021,4071,4023,46
79934,11/4/2021,4081,4033,46
79934,11/5/2021,4086,4038,46
79934,11/6/2021,4092,4044,46
79934,11/7/2021,4103,4055,46
79934,11/8/2021,4112,4064,46
79934,11/9/2021,4121,4072,47
79934,11/10/2021,4139,4090,47
79934,11/11/2021,4155,4106,47
79934,11/12/2021,4162,4113,47
79934,11/13/2021,4178,4129,47
79934,11/14/2021,4189,4140,47
79934,11/15/2021,4198,4149,47
79934,11/16/2021,4223,4174,47
79934,11/17/2021,4233,4184,47
79934,11/18/2021,4245,4196,47
79934,11/19/2021,4255,4206,47
79934,11/20/2021,4262,4213,47
79934,11/21/2021,4276,4227,47
79934,11/22/2021,4296,4247,47
79934,11/23/2021,4325,4275,48
79934,11/24/2021,4335,4285,48
79934,11/25/2021,4344,4294,48
79934,11/26/2021,4359,4309,48
79934,11/27/2021,4368,4318,48
79934,11/28/2021,4378,4328,48
79934,11/29/2021,4393,4343,48
79934,11/30/2021,4408,4358,48
79934,12/1/2021,4423,4373,48
79934,12/2/2021,4441,4391,48
79934,12/3/2021,4456,4406,48
79934,12/4/2021,4466,4416,48
79934,12/5/2021,4479,4429,48
79934,12/6/2021,4506,4456,48
79934,12/7/2021,4520,4470,48
79934,12/8/2021,4544,4493,49
79934,12/9/2021,4568,4516,50
79934,12/10/2021,4576,4524,50
79934,12/11/2021,4593,4540,51
79934,12/12/2021,4610,4557,51
79934,12/13/2021,4634,4581,51
79934,12/14/2021,4650,4597,51
79934,12/15/2021,4668,4614,52
79934,12/16/2021,4681,4627,52
79934,12/17/2021,4690,4636,52
79934,12/18/2021,4697,4643,52
79934,12/19/2021,4706,4652,52
79934,12/20/2021,4711,4657,52
79934,12/21/2021,4724,4670,52
79934,12/22/2021,4731,4677,52
79934,12/23/2021,4751,4697,52
79934,12/24/2021,4754,4700,52
79934,12/25/2021,4767,4713,52
79934,12/26/2021,4769,4715,52
79934,12/27/2021,4787,4733,52
79934,12/28/2021,4804,4750,52
79934,12/29/2021,4824,4770,52
79934,12/30/2021,4846,4792,52
79934,12/31/2021,4849,4795,52
79934,1/1/2022,4861,4807,52
79934,1/2/2022,4879,4825,52
79934,1/3/2022,4911,4857,52
79934,1/4/2022,4933,4878,53
79934,1/5/2022,4947,4892,53
79934,1/6/2022,4981,4926,53
79934,1/7/2022,5033,4978,53
79934,1/8/2022,5054,4999,53
79934,1/9/2022,5091,5036,53
79934,1/10/2022,5119,5064,53
79934,1/11/2022,5158,5103,53
79934,1/12/2022,5254,5199,53
79934,1/13/2022,5305,5250,53
79934,1/14/2022,5372,5317,53
79934,1/15/2022,5434,5379,53
79934,1/16/2022,5510,5455,53
79934,1/17/2022,5597,5542,53
79934,1/18/2022,5669,5614,53
79934,1/19/2022,5769,5714,53
79934,1/20/2022,5862,5807,53
79934,1/21/2022,5931,5876,53
79934,1/22/2022,5991,5936,53
79934,1/23/2022,6057,6002,53
79934,1/24/2022,6134,6079,53
79934,1/25/2022,6194,6139,53
79934,1/26/2022,6253,6198,53
79934,1/27/2022,6288,6233,53
79934,1/28/2022,6313,6258,53
79934,1/29/2022,6336,6281,53
79934,1/30/2022,6368,6313,53
79934,1/31/2022,6402,6347,53
79934,2/1/2022,6449,6394,53
79934,2/2/2022,6503,6448,53
79934,2/3/2022,6534,6478,54
79934,2/4/2022,6564,6508,54
79934,2/5/2022,6592,6536,54
79934,2/6/2022,6623,6567,54
79934,2/7/2022,6650,6594,54
79934,2/8/2022,6663,6607,54
79934,2/9/2022,6678,6621,54
79934,2/10/2022,6691,6634,54
79934,2/11/2022,6706,6649,54
79934,2/12/2022,6720,6663,54
79934,2/13/2022,6733,6675,55
79934,2/14/2022,6747,6689,55
79934,2/15/2022,6762,6704,55
79934,2/16/2022,6777,6719,55
79934,2/17/2022,6784,6726,55
79934,2/18/2022,6797,6739,55
79934,2/19/2022,6809,6751,55
79934,2/20/2022,6817,6759,55
79934,2/21/2022,6827,6768,55
79934,2/22/2022,6841,6782,55
79934,2/23/2022,6849,6790,55
79934,2/24/2022,6856,6797,55
79934,2/25/2022,6863,6804,55
79934,2/26/2022,6864,6805,55
79934,2/27/2022,6876,6817,55
79934,2/28/2022,6882,6823,55
79934,3/1/2022,6883,6824,55
79934,3/3/2022,6891,6832,55
79934,3/4/2022,6895,6836,55
79934,3/5/2022,6897,6837,56
79934,3/6/2022,6900,6840,56
79934,3/7/2022,6903,6843,56
79934,3/8/2022,6904,6844,56
79934,3/10/2022,6959,6899,56
79934,3/11/2022,6974,6914,56
79934,3/12/2022,6979,6919,56
79934,3/13/2022,6980,6920,56
79934,3/14/2022,6983,6923,56
79934,3/15/2022,6987,6927,56
79934,3/16/2022,6988,6928,56
79934,3/17/2022,6993,6933,56
79934,3/18/2022,7003,6943,56
79934,3/19/2022,7020,6960,56
79934,3/20/2022,7026,6966,56
79934,3/21/2022,7035,6975,56
79934,3/22/2022,7048,6988,56
79934,3/23/2022,7059,6999,56
79934,3/24/2022,7069,7007,56
79934,3/25/2022,7081,7017,56
79934,3/26/2022,7090,7026,56
79934,3/27/2022,7101,7037,56
79934,3/28/2022,7106,7042,56
79934,3/29/2022,7117,7051,56
79934,3/30/2022,7124,7057,56
79934,3/31/2022,7134,7066,56
79934,4/1/2022,7150,7081,56
79934,4/2/2022,7164,7094,56
79934,4/3/2022,7199,7129,56
79934,4/4/2022,7217,7147,56
79934,4/5/2022,7251,7178,56
79934,4/6/2022,7269,7195,56
79934,4/7/2022,7275,7200,56
79934,4/8/2022,7277,7202,56
79934,4/9/2022,7286,7211,56
79934,4/10/2022,7297,7221,56
79934,4/11/2022,7317,7240,56
79934,4/12/2022,7338,7260,56
79934,4/13/2022,7355,7276,56
79934,4/14/2022,7365,7283,56
79934,4/15/2022,7377,7294,56
79934,4/17/2022,7380,7296,56
79935,3/21/2020,1,1,0
79935,3/28/2020,2,2,0
79935,3/30/2020,3,3,0
79935,4/1/2020,4,4,0
79935,4/5/2020,8,7,0
79935,4/6/2020,9,8,0
79935,4/7/2020,10,9,0
79935,4/9/2020,11,10,0
79935,4/10/2020,12,11,0
79935,4/13/2020,13,11,0
79935,4/15/2020,15,13,0
79935,4/16/2020,17,15,0
79935,4/17/2020,18,16,0
79935,4/19/2020,19,17,0
79935,4/22/2020,22,20,0
79935,4/23/2020,24,22,0
79935,4/25/2020,25,23,0
79935,5/5/2020,30,28,0
79935,5/6/2020,31,29,0
79935,5/10/2020,32,30,0
79935,5/12/2020,33,31,0
79935,5/13/2020,34,32,0
79935,5/14/2020,36,34,0
79935,5/15/2020,39,37,0
79935,5/16/2020,40,38,0
79935,5/20/2020,42,40,0
79935,5/26/2020,45,42,2
79935,5/28/2020,47,44,2
79935,5/29/2020,48,45,2
79935,5/31/2020,49,46,2
79935,6/2/2020,51,48,2
79935,6/4/2020,52,49,2
79935,6/5/2020,53,50,2
79935,6/7/2020,54,51,2
79935,6/8/2020,56,52,2
79935,6/9/2020,57,53,2
79935,6/10/2020,58,54,2
79935,6/11/2020,60,56,2
79935,6/12/2020,61,57,2
79935,6/13/2020,65,60,2
79935,6/14/2020,69,62,6
79935,6/15/2020,73,66,6
79935,6/16/2020,78,71,6
79935,6/17/2020,83,73,9
79935,6/18/2020,85,75,9
79935,6/19/2020,87,77,9
79935,6/21/2020,94,82,11
79935,6/22/2020,95,83,11
79935,6/23/2020,98,86,11
79935,6/24/2020,104,92,11
79935,6/25/2020,108,96,11
79935,6/26/2020,112,100,11
79935,6/27/2020,116,104,11
79935,6/28/2020,122,110,11
79935,6/29/2020,126,114,11
79935,6/30/2020,130,118,11
79935,7/1/2020,136,124,11
79935,7/3/2020,139,127,11
79935,7/4/2020,144,131,12
79935,7/5/2020,146,132,13
79935,7/6/2020,155,141,13
79935,7/7/2020,161,147,13
79935,7/8/2020,167,153,13
79935,7/9/2020,177,163,13
79935,7/10/2020,184,170,13
79935,7/11/2020,186,172,13
79935,7/12/2020,188,174,13
79935,7/13/2020,194,180,13
79935,7/14/2020,205,189,15
79935,7/15/2020,210,194,15
79935,7/16/2020,213,197,15
79935,7/17/2020,225,209,15
79935,7/18/2020,231,215,15
79935,7/19/2020,243,225,17
79935,7/20/2020,247,229,17
79935,7/21/2020,252,234,17
79935,7/22/2020,258,239,18
79935,7/23/2020,262,243,18
79935,7/24/2020,266,247,18
79935,7/25/2020,269,250,18
79935,7/26/2020,273,253,19
79935,7/27/2020,278,258,19
79935,7/28/2020,281,261,19
79935,7/29/2020,283,263,19
79935,7/30/2020,287,266,20
79935,7/31/2020,299,278,20
79935,8/1/2020,306,285,20
79935,8/2/2020,310,286,23
79935,8/3/2020,314,290,23
79935,8/4/2020,319,294,24
79935,8/5/2020,326,301,24
79935,8/6/2020,343,317,25
79935,8/7/2020,348,322,25
79935,8/8/2020,352,326,25
79935,8/9/2020,356,329,26
79935,8/10/2020,359,332,26
79935,8/11/2020,364,337,26
79935,8/12/2020,369,342,26
79935,8/13/2020,377,349,27
79935,8/14/2020,388,360,27
79935,8/15/2020,390,362,27
79935,8/16/2020,397,369,27
79935,8/17/2020,400,372,27
79935,8/18/2020,403,375,27
79935,8/19/2020,405,377,27
79935,8/20/2020,407,379,27
79935,8/21/2020,410,382,27
79935,8/22/2020,414,386,27
79935,8/23/2020,415,387,27
79935,8/24/2020,418,389,28
79935,8/25/2020,427,398,28
79935,8/26/2020,429,400,28
79935,8/27/2020,431,401,29
79935,8/28/2020,434,404,29
79935,8/29/2020,435,405,29
79935,8/30/2020,439,409,29
79935,9/1/2020,441,411,29
79935,9/2/2020,444,414,29
79935,9/6/2020,445,415,29
79935,9/7/2020,446,416,29
79935,9/8/2020,448,418,29
79935,9/9/2020,451,421,29
79935,9/10/2020,452,422,29
79935,9/12/2020,454,424,29
79935,9/13/2020,459,429,29
79935,9/14/2020,460,430,29
79935,9/15/2020,461,431,29
79935,9/16/2020,463,432,29
79935,9/17/2020,465,434,29
79935,9/18/2020,467,436,29
79935,9/19/2020,468,437,29
79935,9/20/2020,471,440,29
79935,9/21/2020,473,442,29
79935,9/22/2020,474,443,29
79935,9/23/2020,478,447,29
79935,9/24/2020,482,451,29
79935,9/25/2020,484,452,31
79935,9/26/2020,489,457,31
79935,9/27/2020,491,459,31
79935,9/28/2020,500,467,32
79935,9/29/2020,507,474,32
79935,9/30/2020,514,481,32
79935,10/1/2020,517,484,32
79935,10/2/2020,519,486,32
79935,10/3/2020,522,489,32
79935,10/4/2020,527,493,33
79935,10/5/2020,536,501,34
79935,10/6/2020,550,514,35
79935,10/7/2020,556,520,35
79935,10/8/2020,566,529,36
79935,10/9/2020,578,541,36
79935,10/10/2020,583,546,36
79935,10/11/2020,590,553,36
79935,10/12/2020,598,561,36
79935,10/13/2020,608,571,36
79935,10/14/2020,624,587,36
79935,10/15/2020,628,591,36
79935,10/16/2020,635,598,36
79935,10/17/2020,640,603,36
79935,10/18/2020,655,618,36
79935,10/19/2020,669,632,36
79935,10/20/2020,695,656,38
79935,10/21/2020,724,685,38
79935,10/22/2020,740,701,38
79935,10/23/2020,750,711,38
79935,10/24/2020,773,734,38
79935,10/25/2020,806,767,38
79935,10/26/2020,824,785,38
79935,10/27/2020,846,807,38
79935,10/28/2020,897,858,38
79935,10/29/2020,942,903,38
79935,10/30/2020,962,922,39
79935,10/31/2020,988,945,42
